date,dppi,dpsi,bird_ID,band_number,swab_id,mass,l_eye_score,r_eye_score,scorer,swab,swabber,plasma,tears,tears_vol_l,tears_vol_r,rbcs,smear,experiment_notes,capture_date,population,capture_location,experiment_location,antimalarials,primary_treatment,primary_dose,primary_inoc_date,secondary_treatment,secondary_dose,secondary_inoc_date,recovered_prior_sec,elisa_date,od_mean,room,stack,cage,sex,mass_cap,vital_notes,qpcr_plate,qpcr_date,well,cq_value,quantity,quantity1,log10_quantity1,extraction_plate,extraction_date,cq8,cq7,cq6,cq5,cq4,cq3,cq2,cq1,qpcr_neg_cntrls,slope,efficiency,r2,yinter,error
20211116,28,-14,28_2518,2518,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210803,va,be,vt,n,high,30000,20211019,1,30,20211130,y,20210917,0.044,j,3,4,f,19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2520,2520,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210803,va,be,vt,n,low,750,20211019,1,30,20211130,y,20210917,0.051,j,1,4,f,19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2522,2522,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210803,va,be,vt,n,low,750,20211019,2,100,20211130,y,20210922,0.042,j,2,3,m,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2524,2524,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210803,va,be,vt,n,high,30000,20211019,2,100,20211130,y,20210922,0.041,j,4,3,m,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2537,2537,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210810,va,be,vt,n,sham,0,20211019,1,30,20211130,y,20210922,0.042,j,2,2,f,19,"R outer toe, 1st joint broken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2547,2547,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210810,va,sr,vt,n,high,30000,20211019,3,300,20211130,y,20210922,0.042,j,4,4,m,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2566,2566,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210824,va,be,vt,n,high,30000,20211019,4,7000,20211130,y,20210922,0.044,j,4,1,m,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2567,2567,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210824,va,be,vt,n,low,750,20211019,1,30,20211130,y,20210922,0.044,j,3,2,f,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2471,2471,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210726,va,sr,vt,n,sham,0,20211019,1,30,20211130,y,20210917,0.042,k,1,1,m,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2476,2476,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210726,va,sr,vt,n,high,30000,20211019,2,100,20211130,y,20210917,0.044,k,4,4,m,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2483,2483,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210727,va,lh,vt,n,high,30000,20211019,2,100,20211130,y,20210917,0.045,k,3,3,f,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2491,2491,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210727,va,lh,vt,n,sham,0,20211019,2,100,20211130,y,20210917,0.049,k,1,4,m,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2492,2492,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210729,va,sr,vt,n,high,30000,20211019,4,7000,20211130,y,20210917,0.049,k,4,2,m,17,minor bleed on L wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2496,2496,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210729,va,sr,vt,n,low,750,20211019,3,300,20211130,y,20210917,0.042,k,2,4,m,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2498,2498,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210729,va,sr,vt,n,sham,0,20211019,3,300,20211130,y,20210917,0.042,k,1,2,f,20.3,lost tail on day -7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2502,2502,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210729,va,sr,vt,n,low,750,20211019,2,100,20211130,y,20210917,0.05,k,3,1,f,19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2505,2505,na,na,0,0,dmh,n,na,n,n,na,na,na,na,R eye not quite scoreable,20210729,va,sr,vt,n,low,750,20211019,3,300,20211130,y,20210917,0.048,k,2,3,m,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2513,2513,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210803,va,sr,vt,n,low,750,20211019,0,0,20211130,y,20210917,0.054,k,2,2,f,19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2521,2521,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210803,va,be,vt,n,low,750,20211019,1,30,20211130,y,20210922,0.045,k,3,2,m,19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2525,2525,na,na,0,0,dmh,n,na,n,n,na,na,na,na,Cage injury,20210804,va,neg,vt,n,high,30000,20211019,3,300,20211130,y,20210922,0.045,k,3,4,f,22.5,"intake very suspicious L eye, do D8, 8/16 0,0, caught with MG bird eye score 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2536,2536,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210810,va,be,vt,n,high,30000,20211019,0,0,20211130,y,20210922,0.041,k,4,1,m,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2564,2564,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210823,va,ivt,vt,n,low,750,20211019,4,7000,20211130,y,20210924,0.043,k,2,1,f,21,strange right eye,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2565,2565,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210824,va,be,vt,n,sham,0,20211019,4,7000,20211130,y,20210922,0.042,k,1,3,f,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2275,2275,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210616,va,mh,vt,n,sham,0,20211019,2,100,20211130,y,20210908,0.042,l,1,4,f,19.5,"cage injury above eyes, did not receive Cankerex until 7/5/21, got ampho B H2O starting 8/5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2372,2372,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210715,va,dd,vt,n,sham,0,20211019,1,30,20211130,y,20210917,0.044,l,1,1,m,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2374,2374,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210715,va,dd,vt,n,sham,0,20211019,3,300,20211130,y,20210917,0.047,l,1,3,f,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2387,2387,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210715,va,dd,vt,n,high,30000,20211019,2,100,20211130,y,20210917,0.043,l,3,2,f,19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2389,2389,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210716,va,ivt,vt,n,low,750,20211019,2,100,20211130,y,20210917,0.043,l,3,3,m,19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2390,2390,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210716,va,ivt,vt,n,low,750,20211019,3,300,20211130,y,20210917,0.043,l,3,1,f,19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2393,2393,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210719,va,ivt,vt,n,sham,0,20211019,4,7000,20211130,y,20210915,0.042,l,1,2,f,19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2408,2408,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210720,va,sr,vt,n,high,30000,20211019,4,7000,20211130,y,20210915,0.044,l,4,1,f,19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2442,2442,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210723,va,ps,vt,n,low,750,20211019,1,30,20211130,y,20210915,0.046,l,2,1,f,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2451,2451,na,na,0,0,dmh,n,na,n,n,na,na,na,na,R eye not quite scoreable,20210723,va,sr,vt,n,high,30000,20211019,1,30,20211130,y,20210915,0.041,l,4,3,m,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2461,2461,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210723,va,sr,vt,n,high,30000,20211019,0,0,20211130,y,20210917,0.043,l,4,2,m,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2485,2485,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210727,va,lh,vt,n,low,750,20211019,4,7000,20211130,y,20210917,0.044,l,2,4,m,20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2511,2511,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210729,va,sr,vt,n,sham,0,20211019,2,100,20211130,y,20210917,0.046,l,2,2,m,21.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211116,28,-14,28_2550,2550,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210812,va,neg,vt,n,sham,0,20211019,3,300,20211130,y,20210922,0.044,l,2,3,m,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2280,2280,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210618,va,lr,vt,n,high,30000,20211019,2,100,20211130,y,20210908,0.043,a,11,1,m,19.8,did not receive Cankerex until 7/5/21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2282,2282,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210621,va,ivt,vt,n,low,750,20211019,2,100,20211130,y,20210908,0.05,a,10,1,f,18.9,did not receive Cankerex until 7/5/21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2299,2299,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210629,va,be,vt,n,high,30000,20211019,0,0,20211130,y,20210908,0.043,a,6,1,m,19,did not receive Cankerex until 7/5/21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2377,2377,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210715,va,dd,vt,n,low,750,20211019,2,100,20211130,y,20210917,0.043,a,6,2,f,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2378,2378,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210715,va,dd,vt,n,low,750,20211019,0,0,20211130,y,20210917,0.043,a,7,1,m,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2379,2379,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210715,va,dd,vt,n,high,30000,20211019,4,7000,20211130,y,20210917,0.044,a,12,4,m,19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2380,2380,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210715,va,dd,vt,n,sham,0,20211019,1,30,20211130,y,20210917,0.048,a,3,3,m,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2381,2381,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210715,va,dd,vt,n,low,750,20211019,4,7000,20211130,y,20210917,0.042,a,8,3,m,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2382,2382,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210715,va,dd,vt,n,sham,0,20211019,3,300,20211130,y,20210917,0.043,a,2,4,m,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2383,2383,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210715,va,dd,vt,n,sham,0,20211019,1,30,20211130,y,20210917,0.043,a,2,2,m,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2385,2385,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210715,va,dd,vt,n,sham,0,20211019,4,7000,20211130,y,20210917,0.042,a,3,4,m,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2396,2396,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210720,va,sr,vt,n,high,30000,20211019,2,100,20211130,y,20210924,0.043,a,10,2,m,19.9,rebled 8/6 tube blown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2397,2397,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210720,va,sr,vt,n,sham,0,20211019,3,300,20211130,y,20210910,0.047,a,2,3,f,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2398,2398,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210720,va,sr,vt,n,low,750,20211019,3,300,20211130,y,20210910,0.043,a,5,3,f,19.2,"one day of ampho B water started, cagemate of 2401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2399,2399,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210720,va,sr,vt,n,low,750,20211019,4,7000,20211130,y,20210915,0.045,a,7,3,f,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2400,2400,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210720,va,sr,vt,n,high,30000,20211019,3,300,20211130,y,20210915,0.045,a,12,3,m,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2403,2403,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210720,va,sr,vt,n,high,30000,20211019,3,300,20211130,y,20210915,0.044,a,12,1,f,19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2406,2406,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210720,va,sr,vt,n,high,30000,20211019,4,7000,20211130,y,20210915,0.041,a,6,3,f,20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2407,2407,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210720,va,sr,vt,n,sham,0,20211019,4,7000,20211130,y,20210915,0.043,a,4,2,m,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2415,2415,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210722,va,dd,vt,n,sham,0,20211019,1,30,20211130,y,20210915,0.048,a,3,1,f,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2418,2418,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210722,va,be,vt,n,sham,0,20211019,4,7000,20211130,y,20210915,0.043,a,3,2,m,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2419,2419,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210722,va,be,vt,n,sham,0,20211019,1,30,20211130,y,20210915,0.046,a,4,4,f,20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2426,2426,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210722,va,be,vt,n,low,750,20211019,1,30,20211130,y,20210915,0.043,a,9,3,f,19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2427,2427,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210723,va,ivt,vt,n,low,750,20211019,3,300,20211130,y,20210915,0.042,a,11,2,m,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2432,2432,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210723,va,ps,vt,n,high,30000,20211019,3,300,20211130,y,20210915,0.042,a,11,3,m,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2433,2433,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210723,va,ivt,vt,n,low,750,20211019,1,30,20211130,y,20210915,0.044,a,5,1,m,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2439,2439,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210723,va,ps,vt,n,sham,0,20211019,2,100,20211130,y,20210915,0.044,a,2,1,m,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2446,2446,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210723,va,ps,vt,n,high,30000,20211019,2,100,20211130,y,20210924,0.045,a,9,4,f,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2447,2447,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210723,va,sr,vt,n,low,750,20211019,4,7000,20211130,y,20210915,0.043,a,7,4,m,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2449,2449,na,na,0.5,0,dmh,n,na,n,n,na,na,na,na,L eye not quite scoreable,20210723,va,sr,vt,n,high,30000,20211019,4,7000,20211130,y,20210915,0.042,a,8,1,f,19.6,still had significant eye score as of 11/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2452,2452,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210723,va,sr,vt,n,sham,0,20211019,2,100,20211130,y,20210917,0.043,a,1,1,f,18.2,weird dent in upper beak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2453,2453,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210723,va,sr,vt,n,low,750,20211019,4,7000,20211130,y,20210917,0.045,a,10,4,m,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2454,2454,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210723,va,sr,vt,n,low,750,20211019,2,100,20211130,y,20210917,0.044,a,5,4,m,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2455,2455,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210723,va,sr,vt,n,low,750,20211019,2,100,20211130,y,20210917,0.043,a,7,2,m,20.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2462,2462,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210723,va,sr,vt,n,low,750,20211019,1,30,20211130,y,20210917,0.044,a,6,4,f,19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2464,2464,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210723,va,sr,vt,n,high,30000,20211019,3,300,20211130,y,20210917,0.046,a,11,4,f,19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2465,2465,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210723,va,sr,vt,n,low,750,20211019,3,300,20211130,y,20210917,0.044,a,9,2,f,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2470,2470,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210726,va,sr,vt,n,high,30000,20211019,1,30,20211130,y,20210917,0.046,a,9,1,m,20.3,some pox-calloused? Not open; stil pox on 8/6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2474,2474,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210726,va,sr,vt,n,low,750,20211019,3,300,20211130,y,20210917,0.045,a,8,2,f,19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20211123,35,-7,35_2553,2553,na,na,0,0,dmh,n,na,n,n,na,na,na,na,NA,20210813,va,be,vt,n,high,30000,20211019,1,30,20211130,y,20210922,0.042,a,12,2,m,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
