"par1.gamma","par2.gamma","dev.gamma","par1.hom","dev.hom","group","gamma.mean","gamma.cov"
1.23673358209516,0.954597404558446,3.30725185635989,0.837979840756101,1.2482332483303,"0 va",1.18058266759831,0.899211646373161
0.376426687157456,1.18481559064181,1.45688385417861,0.140424140848479,5.92710746767267,"750 va",0.445996207677803,1.6298956369603
0.158639610184692,1.21032664225429,2.54877024025344,0.059573104328577,6.22866487590183,"30000 va",0.192005746723368,2.5106963024398
