"date","dpi","dpsi","bird_ID","band_number","swab_id","mass","l_eye_score","r_eye_score","scorer","swab","swabber","plasma","tears","tears_vol_l","tears_vol_r","rbcs","smear","experiment_notes","capture_date","population","capture_location","experiment_location","antimalarials","primary_treatment","primary_dose","primary_inoc_date","secondary_treatment","secondary_dose","secondary_inoc_date","recovered_prior_sec","elisa_date","od_mean","room","stack","cage","sex","mass_cap","vital_notes","qpcr_plate","qpcr_date","well","cq_value","quantity","quantity1","log10_quantity1","extraction_plate","extraction_date","cq8","cq7","cq6","cq5","cq4","cq3","cq2","cq1","qpcr_neg_cntrls","slope","efficiency","r2","yinter","error","ELISA.Run.Date","elisa_od","elisa_cv","MG.....OD.0.0621.","ELISA.notes","tes","threshold_cutoff","seropos_cutoff","pathology_cutoff","quantity_clean","day_inf","inf","inf_pri","inf_sec"
20211026,7,"-35","7_2470","2470","2470 PID 7","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210726,"va","sr","vt","n","High",30000,20211019,1,30,20211130,"y","20210917","0.046","a","9","1","Male",20.3,"some pox-calloused? Not open; stil pox on 8/6",4,20220404,"C7","33.45435545",12.87261856,13.87261856,1.142158445,3,20220126,"9.023035844",11.11909956,14.37866456,"18.5554148","na","25.02698387",28.74760898,"na","neg",-3.37,98.046,0.996,37.194,"0.057",NA,NA,NA,NA,NA,0,50,0.061,0,12.87261856,0,0,0,0
20211102,14,"-28","14_2470","2470","na","21.4",0,0,"dmh","n","na","y","n","1","3","n","n",NA,20210726,"va","sr","vt","n","High",30000,20211019,1,30,20211130,"y","20210917","0.046","a","9","1","Male",20.3,"some pox-calloused? Not open; stil pox on 8/6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.12.22",0.071,0,"+","",0,50,0.061,0,0,0,0,0,0
20211109,21,"-21","21_2470","2470","na","21.5",0,0,"dmh","n","na","n","n","na","na","na","na",NA,20210726,"va","sr","vt","n","High",30000,20211019,1,30,20211130,"y","20210917","0.046","a","9","1","Male",20.3,"some pox-calloused? Not open; stil pox on 8/6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211116,28,"-14","28_2470","2470","na","na",0,0,"dmh","n","na","n","n","na","na","na","na",NA,20210726,"va","sr","vt","n","High",30000,20211019,1,30,20211130,"y","20210917","0.046","a","9","1","Male",20.3,"some pox-calloused? Not open; stil pox on 8/6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211123,35,"-7","35_2470","2470","na","na",0,0,"dmh","n","na","n","n","na","na","na","na",NA,20210726,"va","sr","vt","n","High",30000,20211019,1,30,20211130,"y","20210917","0.046","a","9","1","Male",20.3,"some pox-calloused? Not open; stil pox on 8/6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211129,41,"-1","41_2470","2470","2470 PID 41","20.6",0,0,"dmh","y","dmh","y","n","na","na","y","n",NA,20210726,"va","sr","vt","n","High",30000,20211019,1,30,20211130,"y","20210917","0.046","a","9","1","Male",20.3,"some pox-calloused? Not open; stil pox on 8/6",5,20220404,"A9","Undetermined",0,1,0,4,20220126,"8.921",11.05,14.391,"18.575","na","25.11",29.042,"na","neg",-3.426,95.822,0.996,37.559,"0.058","7.27.23",0.05,1.833,"-","",0,50,0.061,0,0,0,0,0,0
20211204,46,"4","46_2470","2470","2470 SID 4","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210726,"va","sr","vt","n","High",30000,20211019,1,30,20211130,"y","20210917","0.046","a","9","1","Male",20.3,"some pox-calloused? Not open; stil pox on 8/6",9,20220411,"B4","38.29812551",0.723312541,1.723312541,0.236364048,6,20220128,"na",12.53148867,15.72988284,"18.75386348","22.32475872","25.96256782",29.11519124,"32.54947164","neg",-3.358,98.503,0.999,37.826,"0.022",NA,NA,NA,NA,NA,0,50,0.061,0,0.723312541,0,0,0,0
20211207,49,"7","49_2470","2470","2470 SID 7","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210726,"va","sr","vt","n","High",30000,20211019,1,30,20211130,"y","20210917","0.046","a","9","1","Male",20.3,"some pox-calloused? Not open; stil pox on 8/6",6,20220404,"C12","Undetermined",0,1,0,5,20220128,"9.224596807",11.53930901,14.73461186,"18.88393093","na","25.20403948",28.9560212,"na","neg",-3.35,98.86,0.996,37.36,"0.05",NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211214,56,"14","56_2470","2470","2470 SID 14","20.8",0,0,"dmh","y","dmh","y","n","na","na","y","n",NA,20210726,"va","sr","vt","n","High",30000,20211019,1,30,20211130,"y","20210917","0.046","a","9","1","Male",20.3,"some pox-calloused? Not open; stil pox on 8/6",14,20220414,"H11","Undetermined",0,1,0,11,20220211,"8.902841528",11.40514415,14.66821008,"17.91215959","22.30928992","25.27546141",28.50220874,"na","neg",-3.364,98.291,0.996,37.215,"0.047","8.2.23",0.052,2.2,"-","",0,50,0.061,0,0,0,0,0,0
20211221,63,"21","63_2470","2470","2470 SID 21","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210726,"va","sr","vt","n","High",30000,20211019,1,30,20211130,"y","20210917","0.046","a","9","1","Male",20.3,"some pox-calloused? Not open; stil pox on 8/6",17,20220414,"D8","Undetermined",0,1,0,12,20220211,"9.407558188",12.01330775,14.95971917,"18.21113814","21.59003938","na",29.445,"na","neg",-3.34,99.265,0.994,37.374,"0.067",NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211011,-8,"-50","-8_2471","2471","2471 PID -8","18.4",NA,NA,"na","y","dmh","y","n","na","na","n","n",NA,20210726,"va","sr","vt","n","Sham",0,20211019,1,30,20211130,"y","20210917","0.042","k","1","1","Male",18.6,NA,3,20220401,"H4","Undetermined",0,1,0,2,20211208,"9.479825452",11.48732104,15.0677324,"18.94896454","na","25.36530625",29.01730143,"na","neg",-3.37,99.397,0.996,37.422,"0.052","6.23.22",0.045,1.589,"-","",0,50,0.061,0,0,0,0,0,0
20211026,7,"-35","7_2471","2471","2471 PID 7","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210726,"va","sr","vt","n","Sham",0,20211019,1,30,20211130,"y","20210917","0.042","k","1","1","Male",18.6,NA,9,20220411,"F10","Undetermined",0,1,0,7,20220204,"na",12.53148867,15.72988284,"18.75386348","22.32475872","25.96256782",29.11519124,"32.54947164","neg",-3.358,98.503,0.999,37.826,"0.022",NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211103,14,"-27","15_2471","2471","na","18.6",0,0,"dmh","n","na","y","n","na","na","n","n",NA,20210726,"va","sr","vt","n","Sham",0,20211019,1,30,20211130,"y","20210917","0.042","k","1","1","Male",18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.22.24",0.043,0.99,"-","",0,50,0.061,0,0,0,0,0,0
20211109,21,"-21","21_2471","2471","na","18.5",0,0,"dmh","n","na","n","y","5","2","na","na",NA,20210726,"va","sr","vt","n","Sham",0,20211019,1,30,20211130,"y","20210917","0.042","k","1","1","Male",18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211116,28,"-14","28_2471","2471","na","na",0,0,"dmh","n","na","n","n","na","na","na","na",NA,20210726,"va","sr","vt","n","Sham",0,20211019,1,30,20211130,"y","20210917","0.042","k","1","1","Male",18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211123,35,"-7","35_2471","2471","na","na",0,0,"dmh","n","na","n","n","na","na","na","na",NA,20210726,"va","sr","vt","n","Sham",0,20211019,1,30,20211130,"y","20210917","0.042","k","1","1","Male",18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211129,41,"-1","41_2471","2471","2471 PID 41","18.7",0,0,"dmh","y","dmh","y","n","na","na","y","n",NA,20210726,"va","sr","vt","n","Sham",0,20211019,1,30,20211130,"y","20210917","0.042","k","1","1","Male",18.6,NA,6,20220404,"A4","Undetermined",0,1,0,4,20220126,"9.224596807",11.53930901,14.73461186,"18.88393093","na","25.20403948",28.9560212,"na","neg",-3.35,98.86,0.996,37.36,"0.05","10.27.23",0.042,1,"-","",0,50,0.061,0,0,0,0,0,0
20211204,46,"4","46_2471","2471","2471 SID 4","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210726,"va","sr","vt","n","Sham",0,20211019,1,30,20211130,"y","20210917","0.042","k","1","1","Male",18.6,NA,8,20220411,"B5","Undetermined",0,1,0,6,20220128,"na",12.56955573,15.66132993,"18.77090311","22.28211321","25.95696434",28.97839776,"32.08408772","neg",-3.299,100.978,0.999,37.458,"0.026",NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211207,49,"7","49_2471","2471","2471 SID 7","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210726,"va","sr","vt","n","Sham",0,20211019,1,30,20211130,"y","20210917","0.042","k","1","1","Male",18.6,NA,11,20220412,"D11","Undetermined",0,1,0,8,20220204,"na",11.86143101,15.1936193,"na","22.22321452","25.68560426",28.8887188,"32.02938467","neg",-3.389,97.283,0.999,37.624,"0.028",NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211214,56,"14","56_2471","2471","2471 SID 14","18.6",0,0,"dmh","y","dmh","y","n","na","na","y","n",NA,20210726,"va","sr","vt","n","Sham",0,20211019,1,30,20211130,"y","20210917","0.042","k","1","1","Male",18.6,NA,13,20220412,"H9","Undetermined",0,1,0,10,20220209,"na",11.72578204,15.01386033,"na","22.35951247","na",29.1356697,"32.50885701","neg",-3.484,93.641,1,38.129,"0.02","10.27.23",0.042,2,"-","",0,50,0.061,0,0,0,0,0,0
20211221,63,"21","63_2471","2471","2471 SID 21","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210726,"va","sr","vt","n","Sham",0,20211019,1,30,20211130,"y","20210917","0.042","k","1","1","Male",18.6,NA,15,20220414,"B8","Undetermined",0,1,0,11,20220211,"8.926534345",11.45403004,14.67622864,"na","22.21722259","25.21993563",28.79607535,"32.00198694","neg",-3.376,97.81,0.998,37.398,"0.034",NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211011,-8,"-50","-8_2472","2472","2472 PID -8","21.8",NA,NA,"na","y","dmh","y","n","na","na","n","n",NA,20210726,"va","sr","vt","n","Sham",0,20211019,2,100,20211130,"y","20210917","0.044","j","1","1","Female",20.1,NA,2,20220401,"C11","Undetermined",0,1,0,2,20211208,"10.794",12.708,16.308,"na","na","26.56",30.458,"na","neg",-3.349,0.995,98.879,38.744,"0.063","6.23.22",0.044,0,"-","",0,50,0.061,0,0,0,0,0,0
20211026,7,"-35","7_2472","2472","2472 PID 7","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210726,"va","sr","vt","n","Sham",0,20211019,2,100,20211130,"y","20210917","0.044","j","1","1","Female",20.1,NA,9,20220411,"F11","Undetermined",0,1,0,7,20220204,"na",12.53148867,15.72988284,"18.75386348","22.32475872","25.96256782",29.11519124,"32.54947164","neg",-3.358,98.503,0.999,37.826,"0.022",NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211103,14,"-27","15_2472","2472","na","20.4",0,0,"dmh","n","na","y","n","na","na","n","n",NA,20210726,"va","sr","vt","n","Sham",0,20211019,2,100,20211130,"y","20210917","0.044","j","1","1","Female",20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.12.22",0.043,2.5,"-","",0,50,0.061,0,0,0,0,0,0
20211109,21,"-21","21_2472","2472","na","21.2",0,0,"dmh","n","na","n","y","3","1","na","na",NA,20210726,"va","sr","vt","n","Sham",0,20211019,2,100,20211130,"y","20210917","0.044","j","1","1","Female",20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211116,28,"-14","28_2472","2472","na","na",0,0,"dmh","n","na","n","n","na","na","na","na",NA,20210726,"va","sr","vt","n","Sham",0,20211019,2,100,20211130,"y","20210917","0.044","j","1","1","Female",20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211123,35,"-7","35_2472","2472","na","na",0,0,"dmh","n","na","n","n","na","na","na","na",NA,20210726,"va","sr","vt","n","Sham",0,20211019,2,100,20211130,"y","20210917","0.044","j","1","1","Female",20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211129,41,"-1","41_2472","2472","2472 PID 41","21.2",0,0,"dmh","y","dmh","y","n","na","na","y","n",NA,20210726,"va","sr","vt","n","Sham",0,20211019,2,100,20211130,"y","20210917","0.044","j","1","1","Female",20.1,NA,3,20220401,"H11","37.63413773",0.863692481,1.863692481,0.270374253,3,20220126,"9.479825452",11.48732104,15.0677324,"18.94896454","na","25.36530625",29.01730143,"na","neg",-3.37,99.397,0.996,37.422,"0.052","7.27.23",0.047,6.305,"-","",0,50,0.061,0,0.863692481,0,0,0,0
20211204,46,"4","46_2472","2472","2472 SID 4","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210726,"va","sr","vt","n","Sham",0,20211019,2,100,20211130,"y","20210917","0.044","j","1","1","Female",20.1,NA,7,20220411,"H11","Undetermined",0,1,0,6,20220128,"na",12.73909061,15.79001628,"18.86811414","22.21804577","25.71867181",29.06757017,"32.39865795","neg",-3.299,100.947,0.999,37.532,"0.019",NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211207,49,"7","49_2472","2472","2472 SID 7","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210726,"va","sr","vt","n","Sham",0,20211019,2,100,20211130,"y","20210917","0.044","j","1","1","Female",20.1,NA,11,20220412,"F12","Undetermined",0,1,0,8,20220204,"na",11.86143101,15.1936193,"na","22.22321452","25.68560426",28.8887188,"32.02938467","neg",-3.389,97.283,0.999,37.624,"0.028",NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211214,56,"14","56_2472","2472","2472 SID 14","20.6",0,0,"dmh","y","dmh","y","n","na","na","y","n",NA,20210726,"va","sr","vt","n","Sham",0,20211019,2,100,20211130,"y","20210917","0.044","j","1","1","Female",20.1,NA,13,20220412,"B7","Undetermined",0,1,0,10,20220209,"na",11.72578204,15.01386033,"na","22.35951247","na",29.1356697,"32.50885701","neg",-3.484,93.641,1,38.129,"0.02","8.2.23",0.044,0.3,"-","",0,50,0.061,0,0,0,0,0,0
20211221,63,"21","63_2472","2472","2472 SID 21","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210726,"va","sr","vt","n","Sham",0,20211019,2,100,20211130,"y","20210917","0.044","j","1","1","Female",20.1,NA,15,20220414,"B7","Undetermined",0,1,0,11,20220211,"8.926534345",11.45403004,14.67622864,"na","22.21722259","25.21993563",28.79607535,"32.00198694","neg",-3.376,97.81,0.998,37.398,"0.034",NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211011,-8,"-50","-8_2473","2473","2473 PID -8","19.4",NA,NA,"na","y","dmh","y","n","na","na","n","n",NA,20210726,"va","sr","vt","n","Low",750,20211019,1,30,20211130,"y","20210924","0.045","e","2","2","Male",19.9,NA,3,20220401,"F9","Undetermined",0,1,0,2,20211208,"9.479825452",11.48732104,15.0677324,"18.94896454","na","25.36530625",29.01730143,"na","neg",-3.37,99.397,0.996,37.422,"0.052","6.23.22",0.054,2.619,"-","",0,50,0.061,0,0,0,1,1,0
20211026,7,"-35","7_2473","2473","2473 PID 7","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210726,"va","sr","vt","n","Low",750,20211019,1,30,20211130,"y","20210924","0.045","e","2","2","Male",19.9,NA,10,20220412,"B5","23.90034391",12411.79429,12412.79429,4.093869558,7,20220220,"na",12.0148688,15.12964355,"18.22198982","22.41947993","25.92276566",29.08023652,"32.54923494","neg",-3.472,94.111,0.998,38.113,"0.032",NA,NA,NA,NA,NA,0,50,0.061,0,12411.79429,1,1,1,0
20211102,14,"-28","14_2473","2473","na","19.4",0.5,0.5,"dmh","n","na","y","n","na","na","n","n",NA,20210726,"va","sr","vt","n","Low",750,20211019,1,30,20211130,"y","20210924","0.045","e","2","2","Male",19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.12.22",0.084,1.76,"+","",1,50,0.061,0,0,0,1,1,0
20211109,21,"-21","21_2473","2473","na","20.2",0,0,"dmh","n","na","n","y","3","6","na","na",NA,20210726,"va","sr","vt","n","Low",750,20211019,1,30,20211130,"y","20210924","0.045","e","2","2","Male",19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,1,0
20211116,28,"-14","28_2473","2473","na","na",0,0,"dmh","n","na","n","n","na","na","na","na",NA,20210726,"va","sr","vt","n","Low",750,20211019,1,30,20211130,"y","20210924","0.045","e","2","2","Male",19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,1,0
20211123,35,"-7","35_2473","2473","na","na",0,0,"dmh","n","na","n","n","na","na","na","na",NA,20210726,"va","sr","vt","n","Low",750,20211019,1,30,20211130,"y","20210924","0.045","e","2","2","Male",19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,1,0
20211129,41,"-1","41_2473","2473","2473 PID 41","19.7",0,0,"dmh","y","dmh","y","n","na","na","y","n",NA,20210726,"va","sr","vt","n","Low",750,20211019,1,30,20211130,"y","20210924","0.045","e","2","2","Male",19.9,NA,6,20220404,"D10","Undetermined",0,1,0,5,20220128,"9.224596807",11.53930901,14.73461186,"18.88393093","na","25.20403948",28.9560212,"na","neg",-3.35,98.86,0.996,37.36,"0.05","7.27.23",0.066,1.394,"+","",0,50,0.061,0,0,0,1,1,0
20211204,46,"4","46_2473","2473","2473 SID 4","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210726,"va","sr","vt","n","Low",750,20211019,1,30,20211130,"y","20210924","0.045","e","2","2","Male",19.9,NA,10,20220412,"C9","39.53158857",0.390147871,1.390147871,0.143060999,7,20220236,"na",12.0148688,15.12964355,"18.22198982","22.41947993","25.92276566",29.08023652,"32.54923494","neg",-3.472,94.111,0.998,38.113,"0.032",NA,NA,NA,NA,NA,0,50,0.061,0,0.390147871,0,1,1,0
20211207,49,"7","49_2473","2473","2473 SID 7","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210726,"va","sr","vt","n","Low",750,20211019,1,30,20211130,"y","20210924","0.045","e","2","2","Male",19.9,NA,12,20220412,"B9","Undetermined",0,1,0,9,20220209,"na",11.67673985,14.99527201,"na","22.1686667","na",28.91606193,"32.84611655","neg",-3.514,92.584,1,38.234,"0.02",NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,1,0
20211214,56,"14","56_2473","2473","2473 SID 14","19.9",0,0,"dmh","y","dmh","y","n","na","na","y","n",NA,20210726,"va","sr","vt","n","Low",750,20211019,1,30,20211130,"y","20210924","0.045","e","2","2","Male",19.9,NA,14,20220414,"H9","Undetermined",0,1,0,10,20220209,"8.902841528",11.40514415,14.66821008,"17.91215959","22.30928992","25.27546141",28.50220874,"na","neg",-3.364,98.291,0.996,37.215,"0.047","8.2.23",0.056,2.1,"-","",0,50,0.061,0,0,0,1,1,0
20211221,63,"21","63_2473","2473","2473 SID 21","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210726,"va","sr","vt","n","Low",750,20211019,1,30,20211130,"y","20210924","0.045","e","2","2","Male",19.9,NA,16,20220414,"G10","Undetermined",0,1,0,12,20220211,"9.313324593",12.0047658,15.02507223,"18.2874533","21.45327907","na",29.39667,"na","neg",-3.36,99.438,0.994,37.324,"0.063",NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,1,0
20211012,-8,"-49","-7_2474","2474","2474 PID -7","20.5",NA,NA,"na","y","dmh","y","n","na","na","y","n",NA,20210726,"va","sr","vt","n","Low",750,20211019,3,300,20211130,"y","20210917","0.045","a","8","2","Female",19.4,NA,1,20220329,"C7","Undetermined",0,1,0,1,20211208,"11.082",12.843,15.854,"20.17",NA,"26.494",30.904,NA,"neg",-3.372,97.967,0.991,38.954,"0.082","7.4.22",0.045,8.89,"-","",0,50,0.061,0,0,0,1,0,1
20211026,7,"-35","7_2474","2474","2474 PID 7","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210726,"va","sr","vt","n","Low",750,20211019,3,300,20211130,"y","20210917","0.045","a","8","2","Female",19.4,NA,3,20220401,"B11","36.16923287",2.373632597,3.373632597,0.528097784,3,20220126,"9.479825452",11.48732104,15.0677324,"18.94896454","na","25.36530625",29.01730143,"na","neg",-3.37,99.397,0.996,37.422,"0.052",NA,NA,NA,NA,NA,0,50,0.061,0,2.373632597,0,1,0,1
20211102,14,"-28","14_2474","2474","na","20.2",0,0,"dmh","n","na","y","y","1","3","n","n",NA,20210726,"va","sr","vt","n","Low",750,20211019,3,300,20211130,"y","20210917","0.045","a","8","2","Female",19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.27.23",0.043,2.5,"-","",0,50,0.061,0,0,0,1,0,1
20211109,21,"-21","21_2474","2474","na","20.2",0,0,"dmh","n","na","n","n","na","na","na","na",NA,20210726,"va","sr","vt","n","Low",750,20211019,3,300,20211130,"y","20210917","0.045","a","8","2","Female",19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,0,1
20211116,28,"-14","28_2474","2474","na","na",0,0,"dmh","n","na","n","n","na","na","na","na",NA,20210726,"va","sr","vt","n","Low",750,20211019,3,300,20211130,"y","20210917","0.045","a","8","2","Female",19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,0,1
20211123,35,"-7","35_2474","2474","na","na",0,0,"dmh","n","na","n","n","na","na","na","na",NA,20210726,"va","sr","vt","n","Low",750,20211019,3,300,20211130,"y","20210917","0.045","a","8","2","Female",19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,0,1
20211129,41,"-1","41_2474","2474","2474 PID 41","19.7",0,0,"dmh","y","dmh","y","n","na","na","y","n",NA,20210726,"va","sr","vt","n","Low",750,20211019,3,300,20211130,"y","20210917","0.045","a","8","2","Female",19.4,NA,6,20220404,"E5","Undetermined",0,1,0,4,20220126,"9.224596807",11.53930901,14.73461186,"18.88393093","na","25.20403948",28.9560212,"na","neg",-3.35,98.86,0.996,37.36,"0.05","7.28.23",0.045,8.4,"-","",0,50,0.061,0,0,0,1,0,1
20211204,46,"4","46_2474","2474","2474 SID 4","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210726,"va","sr","vt","n","Low",750,20211019,3,300,20211130,"y","20210917","0.045","a","8","2","Female",19.4,NA,10,20220412,"C10","30.77409531",129.9688727,130.9688727,2.117168089,8,20220237,"na",12.0148688,15.12964355,"18.22198982","22.41947993","25.92276566",29.08023652,"32.54923494","neg",-3.472,94.111,0.998,38.113,"0.032",NA,NA,NA,NA,NA,0,50,0.061,0,129.9688727,1,1,0,1
20211207,49,"7","49_2474","2474","2474 SID 7","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210726,"va","sr","vt","n","Low",750,20211019,3,300,20211130,"y","20210917","0.045","a","8","2","Female",19.4,NA,7,20220411,"A9","26.38292521",2393.653493,2394.653493,3.37924268,5,20220128,"na",12.73909061,15.79001628,"18.86811414","22.21804577","25.71867181",29.06757017,"32.39865795","neg",-3.299,100.947,0.999,37.532,"0.019",NA,NA,NA,NA,NA,0,50,0.061,0,2393.653493,1,1,0,1
20211214,56,"14","56_2474","2474","2474 SID 14","20.1",0,0,"dmh","y","dmh","y","n","na","na","y","n",NA,20210726,"va","sr","vt","n","Low",750,20211019,3,300,20211130,"y","20210917","0.045","a","8","2","Female",19.4,NA,14,20220414,"H6","33.73589841",10.81907253,11.81907253,1.072583398,10,20220209,"8.902841528",11.40514415,14.66821008,"17.91215959","22.30928992","25.27546141",28.50220874,"na","neg",-3.364,98.291,0.996,37.215,"0.047","8.2.23",0.053,3.048,"-","",0,50,0.061,0,10.81907253,0,1,0,1
20211221,63,"21","63_2474","2474","2474 SID 21","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210726,"va","sr","vt","n","Low",750,20211019,3,300,20211130,"y","20210917","0.045","a","8","2","Female",19.4,NA,16,20220414,"A9","Undetermined",0,1,0,12,20220211,"9.313324593",12.0047658,15.02507223,"18.2874533","21.45327907","na",29.39667,"na","neg",-3.36,99.438,0.994,37.324,"0.063",NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,0,1
20211011,-8,"-50","-8_2475","2475","2475 PID -8","20.6",NA,NA,"na","y","dmh","y","n","na","na","n","n",NA,20210726,"va","sr","vt","n","Sham",0,20211019,3,300,20211130,"y","20210917","0.043","j","2","1","Male",20.7,NA,2,20220401,"B7","Undetermined",0,1,0,2,20211208,"10.794",12.708,16.308,"na","na","26.56",30.458,"na","neg",-3.349,0.995,98.879,38.744,"0.063","6.23.22",0.046,1.554,"-","",0,50,0.061,0,0,0,0,0,0
