"date","dpi","dpsi","bird_ID","band_number","swab_id","mass","l_eye_score","r_eye_score","scorer","swab","swabber","plasma","tears","tears_vol_l","tears_vol_r","rbcs","smear","experiment_notes","capture_date","population","capture_location","experiment_location","antimalarials","primary_treatment","primary_dose","primary_inoc_date","secondary_treatment","secondary_dose","secondary_inoc_date","recovered_prior_sec","elisa_date","od_mean","room","stack","cage","sex","mass_cap","vital_notes","qpcr_plate","qpcr_date","well","cq_value","quantity","quantity1","log10_quantity1","extraction_plate","extraction_date","cq8","cq7","cq6","cq5","cq4","cq3","cq2","cq1","qpcr_neg_cntrls","slope","efficiency","r2","yinter","error","ELISA.Run.Date","elisa_od","elisa_cv","MG.....OD.0.0621.","ELISA.notes","tes","threshold_cutoff","seropos_cutoff","pathology_cutoff","quantity_clean","day_inf","inf","inf_pri","inf_sec"
20211207,49,"7","49_2406","2406","2406 SID 7","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210720,"va","sr","vt","n","High",30000,20211019,4,7000,20211130,"y","20210915","0.041","a","6","3","Female",20.2,NA,6,20220404,"A11","37.39864344",0.973650769,1.973650769,0.295270308,5,20220128,"9.224596807",11.53930901,14.73461186,"18.88393093","na","25.20403948",28.9560212,"na","neg",-3.35,98.86,0.996,37.36,"0.05",NA,NA,NA,NA,NA,0,50,0.061,0,0.973650769,0,1,1,0
20211214,56,"14","56_2406","2406","2406 SID 14","21.1",0,0,"dmh","y","dmh","y","n","na","na","y","y",NA,20210720,"va","sr","vt","n","High",30000,20211019,4,7000,20211130,"y","20210915","0.041","a","6","3","Female",20.2,NA,13,20220412,"B6","Undetermined",0,1,0,9,20220209,"na",11.72578204,15.01386033,"na","22.35951247","na",29.1356697,"32.50885701","neg",-3.484,93.641,1,38.129,"0.02","8.2.23",0.053,3.3,"-","",0,50,0.061,0,0,0,1,1,0
20211221,63,"21","63_2406","2406","2406 SID 21","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210720,"va","sr","vt","n","High",30000,20211019,4,7000,20211130,"y","20210915","0.041","a","6","3","Female",20.2,NA,16,20220414,"G9","Undetermined",0,1,0,12,20220211,"9.313324593",12.0047658,15.02507223,"18.2874533","21.45327907","na",29.39667,"na","neg",-3.36,99.438,0.994,37.324,"0.063",NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,1,0
20211012,-8,"-49","-7_2407","2407","2407 PID -7","20.7",NA,NA,"na","y","dmh","y","n","na","na","y","y",NA,20210720,"va","sr","vt","n","Sham",0,20211019,4,7000,20211130,"y","20210915","0.043","a","4","2","Male",21.3,NA,1,20220329,"D12","Undetermined",0,1,0,1,20211208,"11.082",12.843,15.854,"20.17",NA,"26.494",30.904,NA,"neg",-3.372,97.967,0.991,38.954,"0.082","7.4.22",0.045,1.43,"-","",0,50,0.061,0,0,0,1,0,1
20211026,7,"-35","7_2407","2407","2407 PID 7","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210720,"va","sr","vt","n","Sham",0,20211019,4,7000,20211130,"y","20210915","0.043","a","4","2","Male",21.3,NA,4,20220404,"D4","32.66018307",22.14865403,23.14865403,1.364525744,3,20220126,"9.023035844",11.11909956,14.37866456,"18.5554148","na","25.02698387",28.74760898,"na","neg",-3.37,98.046,0.996,37.194,"0.057",NA,NA,NA,NA,NA,0,50,0.061,0,22.14865403,0,1,0,1
20211103,14,"-27","15_2407","2407","na","20.2",0,0,"dmh","n","na","y","y","3","2","n","y","Blood sample lost",20210720,"va","sr","vt","n","Sham",0,20211019,4,7000,20211130,"y","20210915","0.043","a","4","2","Male",21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,50,0.061,0,0,0,1,0,1
20211109,21,"-21","21_2407","2407","na","20",0,0,"dmh","n","na","n","n","na","na","na","na",NA,20210720,"va","sr","vt","n","Sham",0,20211019,4,7000,20211130,"y","20210915","0.043","a","4","2","Male",21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,0,1
20211116,28,"-14","28_2407","2407","na","na",0,0,"dmh","n","na","n","n","na","na","na","na",NA,20210720,"va","sr","vt","n","Sham",0,20211019,4,7000,20211130,"y","20210915","0.043","a","4","2","Male",21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,0,1
20211123,35,"-7","35_2407","2407","na","na",0,0,"dmh","n","na","n","n","na","na","na","na",NA,20210720,"va","sr","vt","n","Sham",0,20211019,4,7000,20211130,"y","20210915","0.043","a","4","2","Male",21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,0,1
20211129,41,"-1","41_2407","2407","2407 PID 41","20.5",0,0,"dmh","y","dmh","y","n","na","na","y","y",NA,20210720,"va","sr","vt","n","Sham",0,20211019,4,7000,20211130,"y","20210915","0.043","a","4","2","Male",21.3,NA,6,20220404,"E6","Undetermined",0,1,0,4,20220126,"9.224596807",11.53930901,14.73461186,"18.88393093","na","25.20403948",28.9560212,"na","neg",-3.35,98.86,0.996,37.36,"0.05","8.2.23",0.043,1.629,"-","",0,50,0.061,0,0,0,1,0,1
20211204,46,"4","46_2407","2407","2407 SID 4","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210720,"va","sr","vt","n","Sham",0,20211019,4,7000,20211130,"y","20210915","0.043","a","4","2","Male",21.3,NA,10,20220412,"A10","24.00269421",11597.18003,11598.18003,4.064389846,8,20220213,"na",12.0148688,15.12964355,"18.22198982","22.41947993","25.92276566",29.08023652,"32.54923494","neg",-3.472,94.111,0.998,38.113,"0.032",NA,NA,NA,NA,NA,0,50,0.061,0,11597.18003,1,1,0,1
20211207,49,"7","49_2407","2407","2407 SID 7","na",0.5,0.5,"dmh","y","dmh","n","n","na","na","na","na",NA,20210720,"va","sr","vt","n","Sham",0,20211019,4,7000,20211130,"y","20210915","0.043","a","4","2","Male",21.3,NA,7,20220411,"D8","21.98110894",51663.94541,51664.94541,4.713195975,5,20220128,"na",12.73909061,15.79001628,"18.86811414","22.21804577","25.71867181",29.06757017,"32.39865795","neg",-3.299,100.947,0.999,37.532,"0.019",NA,NA,NA,NA,NA,1,50,0.061,0,51663.94541,1,1,0,1
20211214,56,"14","56_2407","2407","2407 SID 14","20.4",0.5,1,"dmh","y","dmh","y","n","na","na","y","y",NA,20210720,"va","sr","vt","n","Sham",0,20211019,4,7000,20211130,"y","20210915","0.043","a","4","2","Male",21.3,NA,12,20220412,"G12","27.01799817",1556.689618,1557.689618,3.192480925,9,20220209,"na",11.67673985,14.99527201,"na","22.1686667","na",28.91606193,"32.84611655","neg",-3.514,92.584,1,38.234,"0.02","8.2.23",0.088,5.9,"+","",1.5,50,0.061,0,1556.689618,1,1,0,1
20211221,63,"21","63_2407","2407","2407 SID 21","na",0.5,1,"dmh","y","dmh","n","n","na","na","na","na",NA,20210720,"va","sr","vt","n","Sham",0,20211019,4,7000,20211130,"y","20210915","0.043","a","4","2","Male",21.3,NA,17,20220414,"D6","32.90809285",21.73192952,22.73192952,1.356636301,12,20220211,"9.407558188",12.01330775,14.95971917,"18.21113814","21.59003938","na",29.445,"na","neg",-3.34,99.265,0.994,37.374,"0.067",NA,NA,NA,NA,NA,1.5,50,0.061,0,21.73192952,0,1,0,1
20211011,-8,"-50","-8_2408","2408","2408 PID -8","19",NA,NA,"na","y","dmh","y","n","na","na","n","y",NA,20210720,"va","sr","vt","n","High",30000,20211019,4,7000,20211130,"y","20210915","0.044","l","4","1","Female",19.3,NA,3,20220401,"A8","Undetermined",0,1,0,2,20211208,"9.479825452",11.48732104,15.0677324,"18.94896454","na","25.36530625",29.01730143,"na","neg",-3.37,99.397,0.996,37.422,"0.052","6.23.22",0.045,1.589,"-","",0,50,0.061,0,0,0,1,1,0
20211026,7,"-35","7_2408","2408","2408 PID 7","na",1,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210720,"va","sr","vt","n","High",30000,20211019,4,7000,20211130,"y","20210915","0.044","l","4","1","Female",19.3,NA,9,20220411,"C8","21.14841309",92467.85925,92468.85925,4.9659955,7,20220204,"na",12.53148867,15.72988284,"18.75386348","22.32475872","25.96256782",29.11519124,"32.54947164","neg",-3.358,98.503,0.999,37.826,"0.022",NA,NA,NA,NA,NA,1,50,0.061,0,92467.85925,1,1,1,0
20211102,14,"-28","14_2408","2408","na","19.3",1,0.5,"dmh","n","na","y","n","na","na","n","y",NA,20210720,"va","sr","vt","n","High",30000,20211019,4,7000,20211130,"y","20210915","0.044","l","4","1","Female",19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.11.22",0.066,2.05,"+","",1.5,50,0.061,0,0,0,1,1,0
20211109,21,"-21","21_2408","2408","na","19.4",0,0.5,"dmh","n","na","n","y","3","5","na","na",NA,20210720,"va","sr","vt","n","High",30000,20211019,4,7000,20211130,"y","20210915","0.044","l","4","1","Female",19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,50,0.061,0,0,0,1,1,0
20211116,28,"-14","28_2408","2408","na","na",0,0,"dmh","n","na","n","n","na","na","na","na",NA,20210720,"va","sr","vt","n","High",30000,20211019,4,7000,20211130,"y","20210915","0.044","l","4","1","Female",19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,1,0
20211123,35,"-7","35_2408","2408","na","na",0,0,"dmh","n","na","n","n","na","na","na","na",NA,20210720,"va","sr","vt","n","High",30000,20211019,4,7000,20211130,"y","20210915","0.044","l","4","1","Female",19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,1,0
20211129,41,"-1","41_2408","2408","2408 PID 41","18.5",0,0,"dmh","y","dmh","y","n","na","na","y","y",NA,20210720,"va","sr","vt","n","High",30000,20211019,4,7000,20211130,"y","20210915","0.044","l","4","1","Female",19.3,NA,4,20220404,"C12","37.40461785",0.8657208,1.8657208,0.270846653,3,20220126,"9.023035844",11.11909956,14.37866456,"18.5554148","na","25.02698387",28.74760898,"na","neg",-3.37,98.046,0.996,37.194,"0.057","10.27.23",0.044,0.2,"-","",0,50,0.061,0,0.8657208,0,1,1,0
20211204,46,"4","46_2408","2408","2408 SID 4","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210720,"va","sr","vt","n","High",30000,20211019,4,7000,20211130,"y","20210915","0.044","l","4","1","Female",19.3,NA,8,20220411,"H10","Undetermined",0,1,0,6,20220128,"na",12.56955573,15.66132993,"18.77090311","22.28211321","25.95696434",28.97839776,"32.08408772","neg",-3.299,100.978,0.999,37.458,"0.026",NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,1,0
20211207,49,"7","49_2408","2408","2408 SID 7","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210720,"va","sr","vt","n","High",30000,20211019,4,7000,20211130,"y","20210915","0.044","l","4","1","Female",19.3,NA,12,20220412,"H5","Undetermined",0,1,0,9,20220209,"na",11.67673985,14.99527201,"na","22.1686667","na",28.91606193,"32.84611655","neg",-3.514,92.584,1,38.234,"0.02",NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,1,0
20211214,56,"14","56_2408","2408","2408 SID 14","18.3",0,0,"dmh","y","dmh","y","n","na","na","y","y",NA,20210720,"va","sr","vt","n","High",30000,20211019,4,7000,20211130,"y","20210915","0.044","l","4","1","Female",19.3,NA,13,20220412,"H6","Undetermined",0,1,0,9,20220209,"na",11.72578204,15.01386033,"na","22.35951247","na",29.1356697,"32.50885701","neg",-3.484,93.641,1,38.129,"0.02","10.27.23",0.043,1.3,"-","",0,50,0.061,0,0,0,1,1,0
20211221,63,"21","63_2408","2408","2408 SID 21","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210720,"va","sr","vt","n","High",30000,20211019,4,7000,20211130,"y","20210915","0.044","l","4","1","Female",19.3,NA,15,20220414,"C9","Undetermined",0,1,0,11,20220211,"8.926534345",11.45403004,14.67622864,"na","22.21722259","25.21993563",28.79607535,"32.00198694","neg",-3.376,97.81,0.998,37.398,"0.034",NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,1,0
20211012,-8,"-49","-7_2410","2410","2410 PID -7","20.4",NA,NA,"na","y","dmh","y","n","na","na","y","n",NA,20210721,"va","mh","vt","n","High",30000,20211019,1,30,20211130,"y","20210915","0.047","h","5","3","Female",19.6,NA,1,20220329,"G10","Undetermined",0,1,0,1,20211208,"11.082",12.843,15.854,"20.17",NA,"26.494",30.904,NA,"neg",-3.372,97.967,0.991,38.954,"0.082","7.4.22",0.045,2.67,"-","",0,50,0.061,0,0,0,1,1,0
20211026,7,"-35","7_2410","2410","2410 PID 7","na",0.5,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210721,"va","mh","vt","n","High",30000,20211019,1,30,20211130,"y","20210915","0.047","h","5","3","Female",19.6,NA,2,20220401,"C5","22.71962334",60917.37394,60918.37394,4.784748302,1,20211208,"10.794",12.708,16.308,"na","na","26.56",30.458,"na","neg",-3.349,0.995,98.879,38.744,"0.063",NA,NA,NA,NA,NA,0.5,50,0.061,0,60917.37394,1,1,1,0
20211102,14,"-28","14_2410","2410","na","20",1,0,"dmh","n","na","y","y","6","4","n","n",NA,20210721,"va","mh","vt","n","High",30000,20211019,1,30,20211130,"y","20210915","0.047","h","5","3","Female",19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.11.22",0.154,1.92,"+","",1,50,0.061,0,0,0,1,1,0
20211109,21,"-21","21_2410","2410","na","19.7",0,0,"dmh","n","na","n","n","na","na","na","na",NA,20210721,"va","mh","vt","n","High",30000,20211019,1,30,20211130,"y","20210915","0.047","h","5","3","Female",19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,1,0
20211116,28,"-14","28_2410","2410","na","na",0,0,"dmh","n","na","n","n","na","na","na","na",NA,20210721,"va","mh","vt","n","High",30000,20211019,1,30,20211130,"y","20210915","0.047","h","5","3","Female",19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,1,0
20211123,35,"-7","35_2410","2410","na","na",0,0,"dmh","n","na","n","n","na","na","na","na",NA,20210721,"va","mh","vt","n","High",30000,20211019,1,30,20211130,"y","20210915","0.047","h","5","3","Female",19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,1,0
20211129,41,"-1","41_2410","2410","2410 PID 41","19.9",0,0,"dmh","y","dmh","y","n","na","na","y","n",NA,20210721,"va","mh","vt","n","High",30000,20211019,1,30,20211130,"y","20210915","0.047","h","5","3","Female",19.6,NA,4,20220404,"G7","36.43924165",1.674422828,2.674422828,0.427230071,3,20220126,"9.023035844",11.11909956,14.37866456,"18.5554148","na","25.02698387",28.74760898,"na","neg",-3.37,98.046,0.996,37.194,"0.057","8.2.23",0.051,4.761,"-","",0,50,0.061,0,1.674422828,0,1,1,0
20211204,46,"4","46_2410","2410","2410 SID 4","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210721,"va","mh","vt","n","High",30000,20211019,1,30,20211130,"y","20210915","0.047","h","5","3","Female",19.6,NA,11,20220412,"A4","Undetermined",0,1,0,8,20220204,"na",11.86143101,15.1936193,"na","22.22321452","25.68560426",28.8887188,"32.02938467","neg",-3.389,97.283,0.999,37.624,"0.028",NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,1,0
20211207,49,"7","49_2410","2410","2410 SID 7","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210721,"va","mh","vt","n","High",30000,20211019,1,30,20211130,"y","20210915","0.047","h","5","3","Female",19.6,NA,7,20220411,"H9","Undetermined",0,1,0,5,20220128,"na",12.73909061,15.79001628,"18.86811414","22.21804577","25.71867181",29.06757017,"32.39865795","neg",-3.299,100.947,0.999,37.532,"0.019",NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,1,0
20211214,56,"14","56_2410","2410","2410 SID 14","19.7",0,0,"dmh","y","dmh","y","n","na","na","y","n",NA,20210721,"va","mh","vt","n","High",30000,20211019,1,30,20211130,"y","20210915","0.047","h","5","3","Female",19.6,NA,12,20220412,"B12","Undetermined",0,1,0,9,20220209,"na",11.67673985,14.99527201,"na","22.1686667","na",28.91606193,"32.84611655","neg",-3.514,92.584,1,38.234,"0.02","10.27.23",0.05,0.4,"-","",0,50,0.061,0,0,0,1,1,0
20211221,63,"21","63_2410","2410","2410 SID 21","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210721,"va","mh","vt","n","High",30000,20211019,1,30,20211130,"y","20210915","0.047","h","5","3","Female",19.6,NA,17,20220414,"G5","Undetermined",0,1,0,12,20220211,"9.407558188",12.01330775,14.95971917,"18.21113814","21.59003938","na",29.445,"na","neg",-3.34,99.265,0.994,37.374,"0.067",NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,1,0
20211012,-8,"-49","-7_2411","2411","2411 PID -7","22.2",NA,NA,"na","y","dmh","y","n","na","na","y","n",NA,20210721,"va","mh","vt","n","Low",750,20211019,3,300,20211130,"y","20210915","0.044","h","2","3","Male",21.9,NA,3,20220401,"B10","Undetermined",0,1,0,2,20211208,"9.479825452",11.48732104,15.0677324,"18.94896454","na","25.36530625",29.01730143,"na","neg",-3.37,99.397,0.996,37.422,"0.052","7.4.22",0.046,5.25,"-","",0,50,0.061,0,0,0,0,0,0
20211026,7,"-35","7_2411","2411","2411 PID 7","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210721,"va","mh","vt","n","Low",750,20211019,3,300,20211130,"y","20210915","0.044","h","2","3","Male",21.9,NA,2,20220401,"G6","35.59118639",8.738784313,9.738784313,0.988504748,1,20211208,"10.794",12.708,16.308,"na","na","26.56",30.458,"na","neg",-3.349,0.995,98.879,38.744,"0.063",NA,NA,NA,NA,NA,0,50,0.061,0,8.738784313,0,0,0,0
20211102,14,"-28","14_2411","2411","na","22.8",0,0,"dmh","n","na","y","y","4","1","n","n","L eye not quite scoreable",20210721,"va","mh","vt","n","Low",750,20211019,3,300,20211130,"y","20210915","0.044","h","2","3","Male",21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.11.22",0.048,4,"-","",0,50,0.061,0,0,0,0,0,0
20211109,21,"-21","21_2411","2411","na","17.8",0,0,"dmh","n","na","n","n","na","na","na","na",NA,20210721,"va","mh","vt","n","Low",750,20211019,3,300,20211130,"y","20210915","0.044","h","2","3","Male",21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211116,28,"-14","28_2411","2411","na","na",0,0,"dmh","n","na","n","n","na","na","na","na",NA,20210721,"va","mh","vt","n","Low",750,20211019,3,300,20211130,"y","20210915","0.044","h","2","3","Male",21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211123,35,"-7","35_2411","2411","na","na",0,0,"dmh","n","na","n","n","na","na","na","na",NA,20210721,"va","mh","vt","n","Low",750,20211019,3,300,20211130,"y","20210915","0.044","h","2","3","Male",21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211129,41,"-1","41_2411","2411","2411 PID 41","22.2",0,0,"dmh","y","dmh","y","n","na","na","y","n",NA,20210721,"va","mh","vt","n","Low",750,20211019,3,300,20211130,"y","20210915","0.044","h","2","3","Male",21.9,NA,6,20220404,"C4","36.66357927",1.613831198,2.613831198,0.417277537,4,20220126,"9.224596807",11.53930901,14.73461186,"18.88393093","na","25.20403948",28.9560212,"na","neg",-3.35,98.86,0.996,37.36,"0.05","7.28.23",0.044,1.1,"-","",0,50,0.061,0,1.613831198,0,0,0,0
20211204,46,"4","46_2411","2411","2411 SID 4","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210721,"va","mh","vt","n","Low",750,20211019,3,300,20211130,"y","20210915","0.044","h","2","3","Male",21.9,NA,11,20220412,"B7","36.07630225",2.86187499,3.86187499,0.586798211,8,20220204,"na",11.86143101,15.1936193,"na","22.22321452","25.68560426",28.8887188,"32.02938467","neg",-3.389,97.283,0.999,37.624,"0.028",NA,NA,NA,NA,NA,0,50,0.061,0,2.86187499,0,0,0,0
20211207,49,"7","49_2411","2411","2411 SID 7","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210721,"va","mh","vt","n","Low",750,20211019,3,300,20211130,"y","20210915","0.044","h","2","3","Male",21.9,NA,7,20220411,"D7","Undetermined",0,1,0,5,20220128,"na",12.73909061,15.79001628,"18.86811414","22.21804577","25.71867181",29.06757017,"32.39865795","neg",-3.299,100.947,0.999,37.532,"0.019",NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211214,56,"14","56_2411","2411","2411 SID 14","22",0,0,"dmh","y","dmh","y","n","na","na","y","n",NA,20210721,"va","mh","vt","n","Low",750,20211019,3,300,20211130,"y","20210915","0.044","h","2","3","Male",21.9,NA,14,20220414,"H10","36.82821889",1.302691477,2.302691477,0.362235754,10,20220209,"8.902841528",11.40514415,14.66821008,"17.91215959","22.30928992","25.27546141",28.50220874,"na","neg",-3.364,98.291,0.996,37.215,"0.047","8.2.23",0.044,2.913,"-","",0,50,0.061,0,1.302691477,0,0,0,0
20211221,63,"21","63_2411","2411","2411 SID 21","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210721,"va","mh","vt","n","Low",750,20211019,3,300,20211130,"y","20210915","0.044","h","2","3","Male",21.9,NA,16,20220414,"H12","Undetermined",0,1,0,12,20220211,"9.313324593",12.0047658,15.02507223,"18.2874533","21.45327907","na",29.39667,"na","neg",-3.36,99.438,0.994,37.324,"0.063",NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211012,-8,"-49","-7_2412","2412","2412 PID -7","19.4",NA,NA,"na","y","dmh","y","n","na","na","y","n",NA,20210722,"va","dd","vt","n","Low",750,20211019,3,300,20211130,"y","20210915","0.043","h","5","1","Female",19.1,NA,1,20220329,"B10","Undetermined",0,1,0,1,20211208,"11.082",12.843,15.854,"20.17",NA,"26.494",30.904,NA,"neg",-3.372,97.967,0.991,38.954,"0.082","7.4.22",0.047,0.45,"-","",0,50,0.061,0,0,0,0,0,0
20211026,7,"-35","7_2412","2412","2412 PID 7","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210722,"va","dd","vt","n","Low",750,20211019,3,300,20211130,"y","20210915","0.043","h","5","1","Female",19.1,NA,2,20220401,"G5","Undetermined",0,1,0,1,20211208,"10.794",12.708,16.308,"na","na","26.56",30.458,"na","neg",-3.349,0.995,98.879,38.744,"0.063",NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211102,14,"-28","14_2412","2412","na","19.1",0,0,"dmh","n","na","y","y","3","2","n","n",NA,20210722,"va","dd","vt","n","Low",750,20211019,3,300,20211130,"y","20210915","0.043","h","5","1","Female",19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.11.22",0.045,0.32,"-","",0,50,0.061,0,0,0,0,0,0
20211109,21,"-21","21_2412","2412","na","19.6",0,0,"dmh","n","na","n","n","na","na","na","na",NA,20210722,"va","dd","vt","n","Low",750,20211019,3,300,20211130,"y","20210915","0.043","h","5","1","Female",19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211116,28,"-14","28_2412","2412","na","na",0,0,"dmh","n","na","n","n","na","na","na","na",NA,20210722,"va","dd","vt","n","Low",750,20211019,3,300,20211130,"y","20210915","0.043","h","5","1","Female",19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211123,35,"-7","35_2412","2412","na","na",0,0,"dmh","n","na","n","n","na","na","na","na",NA,20210722,"va","dd","vt","n","Low",750,20211019,3,300,20211130,"y","20210915","0.043","h","5","1","Female",19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211129,41,"-1","41_2412","2412","2412 PID 41","19.5",0,0,"dmh","y","dmh","y","n","na","na","y","n",NA,20210722,"va","dd","vt","n","Low",750,20211019,3,300,20211130,"y","20210915","0.043","h","5","1","Female",19.1,NA,5,20220404,"C5","Undetermined",0,1,0,4,20220126,"8.921",11.05,14.391,"18.575","na","25.11",29.042,"na","neg",-3.426,95.822,0.996,37.559,"0.058","7.28.23",0.047,8,"-","",0,50,0.061,0,0,0,0,0,0
20211204,46,"4","46_2412","2412","2412 SID 4","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210722,"va","dd","vt","n","Low",750,20211019,3,300,20211130,"y","20210915","0.043","h","5","1","Female",19.1,NA,10,20220412,"E12","Undetermined",0,1,0,8,20220263,"na",12.0148688,15.12964355,"18.22198982","22.41947993","25.92276566",29.08023652,"32.54923494","neg",-3.472,94.111,0.998,38.113,"0.032",NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211207,49,"7","49_2412","2412","2412 SID 7","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210722,"va","dd","vt","n","Low",750,20211019,3,300,20211130,"y","20210915","0.043","h","5","1","Female",19.1,NA,7,20220411,"A4","Undetermined",0,1,0,5,20220128,"na",12.73909061,15.79001628,"18.86811414","22.21804577","25.71867181",29.06757017,"32.39865795","neg",-3.299,100.947,0.999,37.532,"0.019",NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
